slug,name,alt_names,category,safety_info,drug_interactions,contraindications,evidence_summary
Glucosamine,Supplement,"When taken in appropriate amounts, glucosamine sulfate appears to be safe. Oral use of glucosamine sulfate can cause: Nausea Heartburn Diarrhea Constipation Other side effects may include: Drowsiness Skin reactions Headache Because glucosamine products might be derived from the shells of shellfish, there is concern that the supplement could cause an allergic reaction in people with shellfish allergies. Glucosamine might worsen asthma. There's some concern that glucosamine might raise eye pressure. If you have glaucoma, talk to your doctor before taking glucosamine supplements.","Possible interactions include: (Mild): Possible interactions include: | Acetaminophen (Mild): Acetaminophen (Tylenol, others).Taking glucosamine sulfate and acetaminophen together might reduce the effectiveness of both the supplement and medication. | Warfarin (Moderate): Warfarin (Jantoven).Taking glucosamine alone or in combination with the supplement chondroitin might increase the effects of the anticoagulant warfarin. This can increase your risk of bleeding.",
Honey,Vitamin,"Honey is likely safe for use as a natural sweetener, cough suppressant, and topical product for minor sores and wounds. Avoid giving honey — even a tiny taste — to babies under the age of 1 year. Honey can cause a rare but serious gastrointestinal condition (infant botulism) caused by exposure to Clostridium botulinum spores. Bacteria from the spores can grow and multiply in a baby's intestines, producing a dangerous toxin. Some people are sensitive or allergic to specific components in honey, particularly bee pollen. Although rare, bee pollen allergies can cause serious, and sometimes fatal, adverse reactions. Signs and symptoms of a reaction include: Wheezing and other asthmatic symptoms Dizziness Nausea Vomiting Weakness Excessive perspiration Fainting Irregular heart rhythms (arrhythmias) Stinging after topical application Honey might affect blood sugar levels.",There's currently no evidence to show how honey might interact with other drugs (Mild): There's currently no evidence to show how honey might interact with other drugs.,"Avoid giving honey — even a tiny taste — to babies under the age of 1 year. Honey can cause a rare but serious gastrointestinal condition (infant botulism) caused by exposure to Clostridium botulinum spores. Bacteria from the spores can grow and multiply in a baby's intestines, producing a dangerous toxin."
L-Arginine,Supplement,"Using L-arginine orally or topically is generally considered safe. Oral use of L-arginine might cause: Nausea, abdominal pain and diarrhea Bloating Gout Headache Allergic response Airway inflammation or worsening of asthma symptoms L-arginine isn't recommended for people who have had a recent heart attack due to concerns that the supplement might increase the risk of death. L-arginine can worsen allergies or asthma. Use the supplement with caution if you have these conditions. Be careful about taking L-arginine if you've had cold sores or genital herpes. Too much L-arginine in your system can potentially trigger the virus that causes those conditions.","Possible interactions include: (Mild): Possible interactions include: | Anticoagulants and anti-platelet drugs, herbs and supplements (Moderate): Anticoagulants and anti-platelet drugs, herbs and supplements.These types of drugs, herbs and supplements reduce blood clotting. Taking L-arginine with them might increase the risk of bleeding. | Blood pressure drugs, herbs and supplements (Mild): Blood pressure drugs, herbs and supplements.L-arginine might lower blood pressure in people who have high blood pressure. Combining use of L-arginine with a blood pressure drug, herb or supplement might increase the risk of blood pressure becoming too low. | Diabetes drugs, herbs and supplements (Mild): Diabetes drugs, herbs and supplements.L-arginine might decrease blood sugar levels in people with diabetes. If you're taking diabetes drugs, herbs or supplements, your dosage might need to be adjusted. | Isoproterenol (Mild): Isoproterenol (Isuprel).Use of this heart medication with L-arginine might cause your blood pressure to become too low. | Nitrates (Mild): Nitrates.Use of this chest pain medication with L-arginine might cause your blood pressure to become too low. | Water pills (Mild): Water pills (potassium-sparing diuretics).Don't take L-arginine with amiloride (Midamor), spironolactone (Aldactone, Carospir) or triamterene (Dyrenium). These medications can increase potassium levels, increasing the risk of developing a higher than normal level of potassium in your blood (hyperkalemia). | Sildenafil (Mild): Sildenafil (Revatio, Viagra).Use of this erectile dysfunction medication with L-arginine might cause your blood pressure to become too low.",
Marijuana,Herb / Plant-based,"Medical cannabis, also called weed or marijuana, is generally considered safe. Most of the side effects of cannabis are due to the THC content. But different types of cannabis have different amounts of THC. This can make it very hard to know the right amount to take. The side effects seem to be worse the higher the dose of THC a person uses. Cannabis can cause: Headaches. Dry mouth. Red and dry eyes. Dizziness and higher risk of falling. Drowsiness, including problems focusing. Fatigue. Coughing. Wheezing. Other side effects may include: Nausea and vomiting. Feeling anxious. Seeing, hearing or smelling things that aren't there, known as hallucinations, and psychosis. Problems with memory. Heart that beats too fast. Heart that beats out of time. Using doses of CBD higher than 300 milligrams a day can cause nausea, vomiting, diarrhea and liver conditions. Cannabis affects how well you pay attention and move. It can affect your ability to think clearly. Don't drive or use machinery when using cannabis. If you have a mental health condition, use cannabis with caution. If you have bipolar disorder, cannabis may make you irritable or restless with racing thoughts, also called mania. Using cannabis often might raise the risk of depression or make depression symptoms worse. Research in people who have schizophrenia suggests that cannabis use may raise the risk of losing touch with reality, also called psychosis. Cannabis slows down messages to the brain and spinal cord, also called the central nervous system. This system is sometimes called the CNS. Using cannabis can change how you think and feel. Some people may have heart changes, such as high blood pressure. Using cannabis often for years may worsen lung conditions and may cause serious, frequent vomiting, also called cannabinoid hyperemesis syndrome. Avoid using cannabis for two weeks before getting medicine that puts you in a sleeplike state before surgery. This medicine is called an anesthetic. Using cannabis may cause you to need more anesthetic. Using cannabis also may raise your risk of anesthesia complications, such as a very fast heart rate.","Possible interactions include: (Mild): Possible interactions include: | Alcohol (Mild): Alcohol.Cannabis might make the effects of alcohol more obvious. This may include changes in mood and reaction time. | Anticoagulant or antiplatelet medicines, herbs and supplements (Moderate): Anticoagulant or antiplatelet medicines, herbs and supplements.These types of medicines, herbs and supplements may make you bleed more if you have a cut or injury. Using these with cannabis might raise the risk of bleeding, especially for those taking warfarin (Jantoven). | CNS depressants (Mild): CNS depressants.Using cannabis with medicines that lower the activity of the brain and spinal cord, called the central nervous system, might make a person sleepier and slower to respond. | Protease inhibitors (Mild): Protease inhibitors.Using cannabis may make these medicines not work as well. | Medicines to prevent seizures (Mild): Medicines to prevent seizures.Avoid using cannabis  when taking medicines to treat seizures. The medicines may not work as well or cause other side effects, such as liver conditions. | Avoid using cannabis until you review your medicines with a healthcare professional or pharmacist (Mild): Avoid using cannabis until you review your medicines with a healthcare professional or pharmacist.","Using doses of CBD higher than 300 milligrams a day can cause nausea, vomiting, diarrhea and liver conditions. | Avoid using cannabis for two weeks before getting medicine that puts you in a sleeplike state before surgery. This medicine is called an anesthetic. Using cannabis may cause you to need more anesthetic. Using cannabis also may raise your risk of anesthesia complications, such as a very fast heart rate."
Melatonin,Supplement,"Melatonin taken orally in appropriate amounts is generally safe. Melatonin can cause: Headache Dizziness Nausea Drowsiness Less common melatonin side effects might include short-lasting feelings of depression, mild tremor, mild anxiety, abdominal cramps, irritability, reduced alertness, confusion or disorientation. Because melatonin can cause daytime drowsiness, don't drive or use machinery within five hours of taking the supplement. Don't use melatonin if you have an autoimmune disease.","Possible drug interactions include: (Mild): Possible drug interactions include: | Anticoagulants and anti-platelet drugs, herbs and supplements (Moderate): Anticoagulants and anti-platelet drugs, herbs and supplements.These types of drugs, herbs and supplements reduce blood clotting. Combining use of melatonin with them might increase the risk of bleeding. | Anticonvulsants (Mild): Anticonvulsants.Melatonin might inhibit the effects of anticonvulsants and increase the frequency of seizures particularly in children with neurological disabilities. | Blood pressure drugs (Mild): Blood pressure drugs.Melatonin might worsen blood pressure in people taking blood pressure medications. | Central nervous system (Mild): Central nervous system (CNS) depressants.Melatonin use with these medications might cause an additive sedative effect. | Diabetes medications (Mild): Diabetes medications.Melatonin might affect sugar levels. If you take diabetes medications, talk to your doctor before using melatonin. | Contraceptive drugs (Mild): Contraceptive drugs.Use of contraceptive drugs with melatonin might cause an additive sedative effect and increase possible side effects of melatonin. | Cytochrome P450 1A2 (Mild): Cytochrome P450 1A2 (CYP1A2) and cytochrome P450 2C19 (CPY2C19) substrates.Use melatonin cautiously if you take drugs such as diazepam (Valium, Valtoco, others) and others that are affected by these enzymes. | Fluvoxamine (Mild): Fluvoxamine (Luvox).This medication used to treat obsessive-compulsive disorder can increase melatonin levels, causing unwanted excessive drowsiness. | Immunosuppressants (Mild): Immunosuppressants.Melatonin can stimulate immune function and interfere with immunosuppressive therapy. | Seizure threshold lowering drugs (Mild): Seizure threshold lowering drugs.Taking melatonin with these drugs might increase the risk of seizures.",
Milk-Thistle,Herb / Plant-based,"Taken in appropriate doses, oral use of milk thistle appears to be safe. Milk thistle can cause: Gastrointestinal issues, such as diarrhea, constipation, nausea, vomiting and abdominal bloating Itchiness Headache If you have diabetes, use milk thistle with caution, since the supplement might lower blood sugar. There is also concern that milk thistle might affect estrogen levels. If you have breast cancer, uterine cancer, ovarian cancer, endometriosis or uterine fibroids, consider avoiding milk thistle. Milk thistle can cause an allergic reaction, including a severe, potentially life-threatening allergic reaction (anaphylaxis). An allergic reaction is more common in people who are allergic to other plants in the Asteraceae family, such as ragweed, daisies, marigolds and chrysanthemums.","Possible interactions include: (Mild): Possible interactions include: | Cytochrome P450 2C9 (Mild): Cytochrome P450 2C9 (CYP2C9) substrates.Taking milk thistle might affect this enzyme and drugs it processes, such as diazepam (Valium), warfarin (Jantoven) and others. This means milk thistle might affect the levels of these drugs in your body. | Diabetes medications (Mild): Diabetes medications.Milk thistle might lower blood sugar in people who have type 2 diabetes. Closely monitor your blood sugar levels, and talk to your doctor before taking milk thistle supplements if you take diabetes medications. | Raloxifene (Mild): Raloxifene (Evista).Milk thistle may affect how your liver processes this osteoporosis medication, causing higher levels of the drug in your bloodstream. Talk to your doctor before taking milk thistle if you're taking raloxifene. | Simeprevir (Mild): Simeprevir.Taking milk thistle with this hepatitis C medication might increase levels of the drug in your blood plasma. Avoid using milk thistle and simeprevir together. | Sirolimus (Mild): Sirolimus (Rapamune).Taking milk thistle with this immunosuppressant might change the way your body processes the medication.","If you have diabetes, use milk thistle with caution, since the supplement might lower blood sugar. There is also concern that milk thistle might affect estrogen levels. If you have breast cancer, uterine cancer, ovarian cancer, endometriosis or uterine fibroids, consider avoiding milk thistle."
Niacin,Vitamin,"Experts believe niacin to be safe when taken by mouth in typical amounts. High doses of prescription niacin can cause: Skin flushing and dizziness. Itching. Upset stomach and vomiting. Belly pain. Loose stools. Gout. Liver damage. Diabetes. Serious side effects are likely for people who take between 2,000 and 6,000 mg of niacin a day. If you think you might have taken too much niacin, seek medical help right away. If you have a liver condition, a peptic ulcer, or very low blood pressure, called hypotension, don't take large amounts of niacin. The supplement has been linked with liver damage. Liver damage can cause hypotension and might make a peptic ulcer active. Taking niacin also might make allergies, gallbladder conditions, and symptoms of some thyroid conditions worse. If you have diabetes, niacin can affect how you manage your blood sugar. Use niacin with care if you have gout. Niacin can cause too much uric acid in the blood, called hyperuricemia. This raises the risk of gout. If you're pregnant, don't take prescription niacin for high cholesterol. But if you need niacin to prevent or treat lack of niacin, called deficiency, niacin is likely safe to take during pregnancy and breastfeeding. Use it only as your healthcare professional tells you.","Possible interactions include: (Mild): Possible interactions include: | Alcohol (Mild): Alcohol.Taking niacin with alcohol might raise the risk of liver damage. And it might make niacin side effects, such as flushing and itching, worse. | Allopurinol (Mild): Allopurinol (Lopurin, Zyloprim).If you take niacin and you have gout, you might need to take more of this gout medicine to manage your gout. | Anticoagulant and antiplatelet medicines, herbs and supplements (Moderate): Anticoagulant and antiplatelet medicines, herbs and supplements.These types of medicines, herbs and supplements limit blood clotting. Taking niacin with them might raise the risk of bleeding. | Blood pressure medicines, herbs and supplements (Mild): Blood pressure medicines, herbs and supplements.Niacin might add to the effect of medicines, herbs and supplements that manage blood pressure. This could raise the risk of low blood pressure, also called hypotension. | Chromium (Mild): Chromium.Taking niacin with chromium might lower blood sugar. If you have diabetes and take niacin and chromium, watch your blood sugar levels. | Diabetes medicines (Mild): Diabetes medicines.If you have diabetes, niacin can affect blood sugar management. You might need to change the dose of the diabetes medicines. | Medicines, herbs and supplements that cause liver damage, called hepatotoxic (Mild): Medicines, herbs and supplements that cause liver damage, called hepatotoxic.Niacin can cause liver damage. So don't take it with medicines, herbs or supplements that also can cause liver damage. | Statins (Mild): Statins.Research shows that taking niacin with these cholesterol medicines does little more than statins alone. Taking niacin with statins might raise the risk of side effects. | Zinc (Mild): Zinc.Taking zinc with niacin might worsen niacin side effects, such as flushing and itching.","Liver damage. | If you have a liver condition, a peptic ulcer, or very low blood pressure, called hypotension, don't take large amounts of niacin. The supplement has been linked with liver damage. Liver damage can cause hypotension and might make a peptic ulcer active. | If you're pregnant, don't take prescription niacin for high cholesterol. But if you need niacin to prevent or treat lack of niacin, called deficiency, niacin is likely safe to take during pregnancy and breastfeeding. Use it only as your healthcare professional tells you."
Red-Yeast-Rice,Supplement,"Red yeast rice can cause mild side effects, including: Stomach pain. Heartburn. Gas. Headache. Feeling dizzy. Upset stomach. The monacolin K in red yeast rice has the same chemical structure as the prescription cholesterol-lowering medicine lovastatin. The supplement and man-made medicine can have similar side effects that are more serious. These may include liver, muscle, and kidney issues. Don't take red yeast rice if you're pregnant, trying to become pregnant, or breastfeeding. Red yeast rice supplements also could have citrinin in them. Citrinin is a toxin that can harm the kidneys. An analysis of 37 red yeast rice supplements found that only one had citrinin at safe levels.","Some medicines, supplements, and substances may not work well with red yeast rice (Mild): Some medicines, supplements, and substances may not work well with red yeast rice. These include: | Alcohol (Mild): Alcohol.Don't drink alcohol if you are taking red yeast rice. The combination might increase the risk of liver damage. | Cyclosporine (Mild): Cyclosporine (Neoral, Sandimmune).This medicine suppresses the immune system. Taking it with red yeast rice might raise the risk of muscle issues. | Cytochrome P450 3A4 inhibitors (Mild): Cytochrome P450 3A4 inhibitors.Taking red yeast rice with medicines that slow down or stop the CYP3A4 enzyme might raise the risk of harmful side effects from red yeast rice. These medicines include erythromycin. | Grapefruit (Mild): Grapefruit.Drinking grapefruit juice and taking red yeast rice might raise the risk of the supplement's harmful side effects. | Gemfibrozil (Mild): Gemfibrozil (Lopid).Taking this cholesterol medicine with red yeast rice might raise the risk of muscle issues. | Hepatotoxic medicines, herbs and supplements (Mild): Hepatotoxic medicines, herbs and supplements.Red yeast rice may have monacolin K in it, which can cause liver damage in some people. Taking red yeast rice with these types of medicines, herbs, and supplements could raise the risk of liver damage. | Niacin (Mild): Niacin.Taking red yeast rice with high-dose niacin might raise the risk of muscle issues. | St (Mild): St. John's wort.Taking this supplement with red yeast rice might lessen how well the red yeast rice works. | Statins (Mild): Statins.Taking red yeast rice with statins might raise the risk of harmful side effects.","The monacolin K in red yeast rice has the same chemical structure as the prescription cholesterol-lowering medicine lovastatin. The supplement and man-made medicine can have similar side effects that are more serious. These may include liver, muscle, and kidney issues. | Don't take red yeast rice if you're pregnant, trying to become pregnant, or breastfeeding. | Red yeast rice supplements also could have citrinin in them. Citrinin is a toxin that can harm the kidneys. An analysis of 37 red yeast rice supplements found that only one had citrinin at safe levels."
Same,Supplement,"Side effects from SAMe are usually mild. SAMe can cause: Digestive problems, such as nausea, diarrhea or constipation Mild insomnia Dizziness Irritability Anxiety Sweating If you have bipolar disorder, don't take SAMe without talking to your doctor first. The supplement might increase anxiety and mania. If you have a compromised immune system, talk to your doctor before taking SAMe. People who have a weakened immune system may be at increased risk of an infection caused by bacteria known as pneumocystis. SAMe may boost this microorganism's growth.","Possible interactions include: (Mild): Possible interactions include: | Antidepressants and other drugs and supplements that increase levels of serotonin (Mild): Antidepressants and other drugs and supplements that increase levels of serotonin.Don't take SAMe with antidepressants. The combination could cause effects similar to a condition caused by high levels of the chemical serotonin to accumulate in your body (serotonin syndrome). | Antipsychotics (Mild): Antipsychotics.Be cautious when taking these drugs with SAMe. The combination could increase the risk of serotonin syndrome. | Amphetamines (Mild): Amphetamines.Be cautious when taking these drugs with SAMe. The combination could increase the risk of serotonin syndrome. | Dextromethorphan (Mild): Dextromethorphan.Taking SAMe with this cough suppressant could increase the risk of serotonin syndrome. | Levodopa (Mild): Levodopa.SAMe might reduce the effectiveness of levodopa (Inbrija), a medication used to treat Parkinson's disease. | Narcotics (Mild): Narcotics.Taking SAMe with meperidine (Demerol) or tramadol (Ultram, ConZip) could increase the risk of serotonin syndrome. | St (Mild): St. John's wort.Be cautious when taking this supplement with SAMe. The combination could cause serotonin syndrome.",
St-Johns-Wort,Supplement,"When taken by mouth for up to 12 weeks in appropriate doses, St. John's wort is generally considered safe. But it may cause: Anxiety. Dizziness. Diarrhea, constipation, and upset stomach. Dry mouth. Other side effects may include: Tiredness and trouble sleeping. Headache. Higher sensitivity to sunlight, also called photosensitivity. There isn't enough information about the safety of using St. John's wort on the skin. Don't use St. John's wort during pregnancy or while breastfeeding.","The list below includes some known interactions when taking St (Mild): The list below includes some known interactions when taking St. John's wort. But other medicines also may interact with St. John's wort. Check with your healthcare professional before using St. John's wort in combination with any other medicines, especially prescription medicines. | Alprazolam (Mild): Alprazolam (Xanax).If you take St. John's wort with this medicine used to ease anxiety symptoms, it might lessen the medicine's effect. | Antidepressants (Mild): Antidepressants.If you take St. John's wort with antidepressants, it might raise the risk of a buildup of high serotonin levels in the body. Too much serotonin can cause mild to severe side effects. Get supervision from a healthcare professional if you take St. John's wort and an antidepressant. | Barbiturates (Mild): Barbiturates.If St. John's wort is taken with a medicine that acts as a central nervous system depressant, called a barbiturate, it might lessen the amount of sleep time the medicine causes. | Bupropion (Mild): Bupropion (Wellbutrin SR, Forfivo XL).If you take St. John's wort with this antidepressant, it might lessen the medicine's effect. | Certain chemotherapy medicines that treat cancer (Severe): Certain chemotherapy medicines that treat cancer.If you take St. John's wort with irinotecan (Camptosar, Onivyde), docetaxel (Taxotere) or imatinib (Gleevec), it might lessen the chemotherapy medicine's effects. | Certain medicines that suppress the immune system (Mild): Certain medicines that suppress the immune system.If you take St. John's wort with tacrolimus (Prograf, Astagraf XL, others) or cyclosporine (Neoral, Sandimmune, others), it might lessen the medicine's effect. | Certain statins (Mild): Certain statins.If you take St. John's wort with statins such as atorvastatin, lovastatin, and others, it might lessen how well the statin works. | Contraceptive medicines (Moderate): Contraceptive medicines.Use of St. John's wort with medicines used to prevent pregnancy, called contraceptive or birth control medicines, might cause breakthrough bleeding, bleeding that's not regular or pregnancy that's not planned. You might need a second or different form of birth control. | Cytochrome P450 1A2, cytochrome P450 2B6, cytochrome P450 2C19, cytochrome P450 2C9 and cytochrome P450 3A4 substrates (Mild): Cytochrome P450 1A2, cytochrome P450 2B6, cytochrome P450 2C19, cytochrome P450 2C9 and cytochrome P450 3A4 substrates.Don't take St. John's wort if you're taking a medicine affected by these enzymes. These enzymes also are called CYP1A2, CYP2B6, CYP2C19, CYP2C9 and CYP3A4. | Dextromethorphan (Mild): Dextromethorphan.If you take St. John's wort with this cough suppressant, it might raise the risk of the buildup of high serotonin levels in the body. | Digoxin (Mild): Digoxin (Lanoxin).If you take St. John's wort with this heart medicine, it can lessen the medicine's effect. | Fexofenadine (Mild): Fexofenadine (Allegra Allergy).If you take St. John's wort with this antihistamine, it might cause too much of the medicine to build up in the body. This can worsen usual side effects. | Ketamine (Mild): Ketamine (Ketalar).If you take St. John's wort with ketamine, it might lessen the medicine's anesthetic effect. | Narcotics (Mild): Narcotics.Don't take St. John's wort with methadone (Methadose). Taking St. John's wort with some narcotics might lessen how well the medicines work. Mixing the supplement with narcotics also might raise narcotic-induced sleep time and painkilling effects. | Non-nucleoside reverse transcriptase inhibitors (Mild): Non-nucleoside reverse transcriptase inhibitors.If you take St. John's wort with one of these anti-HIV medicines, it could lessen the medicine's effect. | Omeprazole (Mild): Omeprazole (Prilosec).Don't take St. John's wort with this medicine used to treat lasting heartburn. The supplement can lessen how well the medicine works. | Phenytoin (Mild): Phenytoin (Dilantin, Phenytek).If you take St. John's wort with this anticonvulsant medicine, the medicine might not work as well to stop seizures. | Photosensitizing medicines (Mild): Photosensitizing medicines.If you take St. John's wort with medicine that increases sensitivity to sunlight, called photosensitizing medicine, it might raise the risk of a reaction. | Protease inhibitors (Mild): Protease inhibitors.If you take St. John's wort with this type of antiviral medicine, it can lessen how well the medicine works. | Triptans (Mild): Triptans.Don't take St. John's wort with these medicines that treat migraines. The supplement might raise the risk of buildup of high serotonin levels in the body. Too much serotonin can cause mild to severe side effects. | Voriconazole (Mild): Voriconazole.If you take St. John's wort with this antifungal medicine, it might lessen how well the medicine works. | Warfarin (Mild): Warfarin (Jantoven).If you take St. John's wort with this medicine used to reduce blood clotting, it might lessen how well the medicine works. | Share (Mild): Share | Tweet (Mild): Tweet | St (Mild): St. John's wort. National Center for Complementary and Integrative Health. https://www.nccih.nih.gov/health/st-johns-wort. Accessed Feb. 11, 2025. | St (Mild): St. John's wort. NatMed. https://naturalmedicines.therapeuticresearch.com. Accessed Feb. 11, 2025. | St (Mild): St. John's wort. Facts & Comparisons eAnswers. https://www.wolterskluwercdi.com/facts-comparisons-online/. Accessed Jan. 17, 2021. | St (Mild): St. John's wort. Merative Microdemex. https://www.microdemexsolutions.com. Accessed Jan. 17, 2021. | Kellerman RD, et al (Mild): Kellerman RD, et al. Popular herbs and nutritional supplements. In: Conn's Current Therapy 2021. Elsevier; 2021. https://clinicalkey.com. Accessed Jan. 17, 2021. | Mayo Clinic does not endorse companies or products (Mild): Mayo Clinic does not endorse companies or products. Advertising revenue supports our not-for-profit mission. | Policy (Mild): Policy | Opportunities (Mild): Opportunities | Ad Choices (Mild): Ad Choices",Don't use St. John's wort during pregnancy or while breastfeeding.
Tea-Tree-Oil,Supplement,"Most people can use tea tree oil on their skin with no problems. However, tea tree oil can cause: Skin irritation. Allergic skin rash, also called dermatitis. Itching. Stinging. Burning. Dryness. Don't use tea tree oil if you have eczema or very sensitive skin. The tea tree oil can irritate your skin. Tea tree oil is toxic when taken by mouth. Serious side effects can happen, such as: Confusion. Problems with muscle control and movement, called ataxia. Problems breathing. Higher white blood cell count. A deep state of sleep where a person doesn't respond, called coma. One small case report found that applying lavender oil and tea tree oil might have led to swelling of the breast tissue, also known as gynecomastia, in a young boy. Researchers don't know if lavender oil or tea tree oil was the cause.",Tea tree oil isn't known to cause interactions with medicines or supplements (Mild): Tea tree oil isn't known to cause interactions with medicines or supplements.,
Vitamin-A,Vitamin,"Too much vitamin A can be harmful. Taking a single large dose of 200,000 mcg or many large doses can cause: Nausea. Vomiting. Fatigue. Dizziness. Blurry vision. Taking more than 10,000 mcg a day of oral vitamin A supplements long-term can cause: Balance issues. Liver damage. Headache. Nausea. Hair loss. Dry skin. Pain in the joints and bones. Rarely, death. If you are or might become pregnant, talk with your healthcare professional before taking vitamin A. The use of too many vitamin A supplements during pregnancy has been linked to birth defects. So has applying vitamin A creams to the skin. Examples include the creams isotretinoin and etretinate.","Possible interactions include: (Mild): Possible interactions include: | Hepatotoxic medicines (Mild): Hepatotoxic medicines.Taking high doses of vitamin A supplements can cause liver damage. Combining high doses of vitamin A supplements with other medicines that can damage the liver, called hepatoxic medicines, could raise the risk of liver conditions. | Orlistat (Mild): Orlistat (Alli, Xenical).This weight-loss medicine can lower how well the body absorbs food sources of vitamin A. Your healthcare professional might suggest that you take a multivitamin with vitamin A and beta-carotene while taking this medicine. | Retinoids (Mild): Retinoids.Don't use vitamin A supplements and these prescription medicines that are taken by mouth at the same time. This could raise the risk of high levels of vitamin A in the blood. | Warfarin (Moderate): Warfarin (Jantoven).Use of vitamin A supplements while taking this medicine used to prevent blood clots might raise your risk of bleeding.","Liver damage. | If you are or might become pregnant, talk with your healthcare professional before taking vitamin A. The use of too many vitamin A supplements during pregnancy has been linked to birth defects. So has applying vitamin A creams to the skin. Examples include the creams isotretinoin and etretinate."
Vitamin-B6,Vitamin,"Consuming vitamin B-6 through food appears to be safe, even in excessive amounts. When used as a supplement in appropriate doses, vitamin B-6 is likely safe. However, taking too much vitamin B-6 from supplements can cause: A lack of muscle control or coordination of voluntary movements (ataxia) Painful, disfiguring skin lesions Heartburn and nausea Sensitivity to sunlight (photosensitivity) Numbness Reduced ability to sense pain or extreme temperatures","Check with your doctor before taking vitamin B-6 if you're using any medications (Mild): Check with your doctor before taking vitamin B-6 if you're using any medications. Possible drug interactions include: | Altretamine (Mild): Altretamine.Taking vitamin B-6 with this chemotherapy drug might reduce its effectiveness, especially when also combined with the chemotherapy drug cisplatin. | Barbiturates (Mild): Barbiturates.Taking vitamin B-6 with a drug that acts as a central nervous system depressant (barbiturate) might decrease the drug's duration and intensity. | Anticonvulsants (Mild): Anticonvulsants.Taking vitamin B-6 with fosphenytoin (Cerebyx, Sesquient) or phenytoin (Dilantin, Phenytek) might decrease the drug's duration and intensity. | Levodopa (Mild): Levodopa.Avoid taking vitamin B-6 with this drug used to treat Parkinson's disease. Vitamin B-6 might reduce the effectiveness of the drug.",
Vitamin-B12,Vitamin,"When taken at recommended doses, vitamin B-12 supplements are generally considered safe. The recommended daily amount of vitamin B-12 for adults is 2.4 mcg and 10 to 12 mcg for older adults. Taking doses of vitamin B-12 might cause: Headache. Nausea. Diarrhea. Weakness. Tingling sensation in hands and feet. Having vitamin B-12 levels that are too high may raise the risk of getting cancer or breaking a hip.","Possible interactions include: (Mild): Possible interactions include: | Aminosalicylic acid (Mild): Aminosalicylic acid (Paser).Taking this medicine used to treat digestive problems might lower how well the body can absorb vitamin B-12. | Antiseizure medicines (Mild): Antiseizure medicines.Taking phenobarbital (Sezaby), phenytoin (Dilantin) or carbamazepine (Tegretrol) to treat seizures might lower how well the body can absorb vitamin B-12. | Colchicine (Mild): Colchicine (Colcrys, Mitigare, Gloperba).Taking this anti-inflammatory medicine used to prevent and treat gout attacks might lower how well the body can absorb vitamin B-12. | Metformin (Mild): Metformin (Glumetza, Fortamet, others).Taking this diabetes medicine might lower the body's ability to absorb vitamin B-12. | Gastric acid inhibitors (Mild): Gastric acid inhibitors.Taking omeprazole (Prilosec), lansoprazole (Prevacid) or other stomach acid-reducing medicine might lower the body's ability to absorb vitamin B-12. | Vitamin C (Mild): Vitamin C (ascorbic acid) supplements.Taking vitamin B-12 with vitamin C might lower the available amount of vitamin B-12 in the body. | Bile acid sequestrants (Mild): Bile acid sequestrants (cholestyramine).Taking bile acid sequestrants may interfere with B-12 absorption.  A healthcare professional might suggest taking vitamin B-12 supplements to avoid the risk of low vitamin B-12 levels.",
Vitamin-C,Vitamin,"When taken at suggested doses by mouth, vitamin C supplements are mostly safe.  Taking too much vitamin C can cause side effects, including: Upset stomach, vomiting and loose stools. Heartburn. Stomach cramps or bloating. Tiredness and sleepiness or not being able to sleep, called insomnia. Headache In some people, oral vitamin C supplements may cause kidney stones. This mainly happens in people who take high doses of the supplements.  Long-term use of oral vitamin C supplements over 2,000 milligrams a day raises the risk of serious side effects. High doses of vitamin C can cause hemolytic anemia in people who have a condition called G6PDH deficiency, which is passed through families. Before having medical tests, tell your healthcare professional that you take vitamin C supplements. High levels of vitamin C might affect the results of certain tests, such as blood sugar screening tests or stool tests for hidden blood, also called occult blood.","Vitamin C might react with the following: (Mild): Vitamin C might react with the following: | Aluminum (Mild): Aluminum.Taking vitamin C can make you take in more aluminum from medicines that have aluminum, such as phosphate binders. This can be harmful for people with kidney conditions. | Chemotherapy (Mild): Chemotherapy.There is worry that use of vitamin C and other antioxidants during chemotherapy might keep chemotherapy medicines from working well. | Estrogen (Mild): Estrogen.Taking vitamin C with birth control pills or hormone replacement therapy might raise estrogen levels. | Protease inhibitors (Mild): Protease inhibitors.Use of vitamin C might keep these antiviral medicines from working as well as they should. | Statins and niacin (Mild): Statins and niacin.People with high cholesterol might take these medicines. Taking vitamin C with statins and niacin could keep the medicines from working as well as expected. | Iron (Mild): Iron.Vitamin C makes the body absorb more iron. Getting more iron can be harmful for people who have a condition that causes too much iron in the body, called hemochromatosis. | Warfarin (Mild): Warfarin (Jantoven).High doses of vitamin C might lower the body's response to this blood-thinning medicine.","In some people, oral vitamin C supplements may cause kidney stones. This mainly happens in people who take high doses of the supplements.  Long-term use of oral vitamin C supplements over 2,000 milligrams a day raises the risk of serious side effects."
